publication_date,work,workLabel,researchers,researchersUrl
2021-01-21,http://www.wikidata.org/entity/Q112795072,Aerobic bacteria and archaea tend to have larger and more versatile genomes,"Mark Westoby, Joshua S Madin","../authors/Q43121038,Q51171519"
2021-01-13,http://www.wikidata.org/entity/Q106507916,"First record of the invasive Lagria villosa (Fabricius, 1781) (Coleoptera: Tenebrionidae: Lagriinae) in Europe",Carlos Alberto Martínez-Muñoz,../authors/Q104006568
2021-01-08,http://www.wikidata.org/entity/Q111162398,Many small rather than few large sources identified in long-term bee pollen diets in agroecosystems,Alexander Keller,../authors/Q21517397
2021-01-06,http://www.wikidata.org/entity/Q104749453,"Branching principles of animal and plant networks identified by combining extensive data, machine learning and modelling",Brian J. Enquist,../authors/Q47172478
2021-01-01,http://www.wikidata.org/entity/Q109227264,Pantropical modelling of canopy functional traits using Sentinel-2 remote sensing data,"Brian J. Enquist, William Farfan-Rios","../authors/Q47172478,Q56423107"
2021-01-01,http://www.wikidata.org/entity/Q112760064,Reduced tree density and basal area in Andean forests are associated with bamboo dominance,"Belén Fadrique, William Farfan-Rios","../authors/Q88822144,Q56423107"
2021-01-01,http://www.wikidata.org/entity/Q105413704,Bamboo phenology and life cycle drive seasonal and long-term functioning of Amazonian bamboo-dominated forests,Belén Fadrique,../authors/Q88822144
2021-01-01,http://www.wikidata.org/entity/Q112759801,The landscape of nutri-informatics: a review of current resources and challenges for integrative nutrition research,"Melissa Haendel, Anne Thessen","../authors/Q28368079,Q47503085"
2021-01-01,http://www.wikidata.org/entity/Q112664022,Inferring Core Genome Phylogenies for Bacteria,"Alexander Keller, Markus Ankenbrand","../authors/Q21517397,Q29076435"
2020-12-28,http://www.wikidata.org/entity/Q112664049,Novel integrative elements and genomic plasticity in ocean ecosystems,Markus Ankenbrand,../authors/Q29076435
2020-12-28,http://www.wikidata.org/entity/Q104584908,Community Approaches for Integrating Environmental Exposures into Human Models of Disease,"Melissa Haendel, Anne Thessen","../authors/Q28368079,Q47503085"
2020-12-26,http://www.wikidata.org/entity/Q104614275,Osmotic Adaptation and Compatible Solute Biosynthesis of Phototrophic Bacteria as Revealed from Genome Analyses,Alexander Keller,../authors/Q21517397
2020-12-22,http://www.wikidata.org/entity/Q112965635,The evolutionary assembly of forest communities along environmental gradients: recent diversification or sorting of pre-adapted clades?,William Farfan-Rios,../authors/Q56423107
2020-12-21,http://www.wikidata.org/entity/Q111899681,SymbiotaR2: An R Package for Accessing Symbiota2 Data,William D. Pearse,../authors/Q57179980
2020-12-15,http://www.wikidata.org/entity/Q104481908,Looks can be deceiving: speciation dynamics of co-distributed Angophora (Myrtaceae) species in a varying landscape,Maurizio Rossetto,../authors/Q26714687
2020-12-14,http://www.wikidata.org/entity/Q104681261,Barriers and Considerations for Diagnosing Rare Diseases in Indigenous Populations,Melissa Haendel,../authors/Q28368079
2020-12-02,http://www.wikidata.org/entity/Q112809896,Shortfalls in extinction risk assessments for plants,Rachael V. Gallagher,../authors/Q62558788
2020-12-02,http://www.wikidata.org/entity/Q103829029,The Human Phenotype Ontology in 2021,Melissa Haendel,../authors/Q28368079
2020-11-27,http://www.wikidata.org/entity/Q104815631,People are essential to linking biodiversity data,Anne Thessen,../authors/Q47503085
2020-11-25,http://www.wikidata.org/entity/Q104136663,Employing DNA metabarcoding to determine the geographical origin of honey,Alexander Keller,../authors/Q21517397
2020-11-24,http://www.wikidata.org/entity/Q104757456,Bryophyte cover and richness decline after 18 years of experimental warming in alpine Sweden,Mohammad Bagher Erfanian,../authors/Q92348435
2020-11-24,http://www.wikidata.org/entity/Q102373337,Transforming the study of organisms: Phenomic data models and knowledge bases,"Melissa Haendel, Anne Thessen","../authors/Q28368079,Q47503085"
2020-11-23,http://www.wikidata.org/entity/Q102330816,A phenome-wide association study of 26 mendelian genes reveals phenotypic expressivity of common and rare variants within the general population,Melissa Haendel,../authors/Q28368079
2020-11-17,http://www.wikidata.org/entity/Q108488831,Quaternary climate change explains global patterns of tree beta-diversity,"Jens Kattge, Brian S. Maitner, Brian J. Enquist","../authors/Q56556463,Q89748248,Q47172478"
2020-11-09,http://www.wikidata.org/entity/Q101552155,Fostering global data sharing: highlighting the recommendations of the Research Data Alliance COVID-19 working group,Daniel Mietchen,../authors/Q20895785
2020-11-09,http://www.wikidata.org/entity/Q102043840,KG-COVID-19: a framework to produce customized knowledge graphs for COVID-19 response,Melissa Haendel,../authors/Q28368079
2020-10-29,http://www.wikidata.org/entity/Q112664050,Sensitivity Analysis for Interpretation of Machine Learning Based Segmentation Models in Cardiac MRI,Markus Ankenbrand,../authors/Q29076435
2020-10-23,http://www.wikidata.org/entity/Q109796385,Buffering effects of soil seed banks on plant community composition in response to land use and climate,Vigdis Vandvik,../authors/Q42561055
2020-10-22,http://www.wikidata.org/entity/Q100945243,"Land-use intensity alters networks between biodiversity, ecosystem functions, and services",Caterina Penone,../authors/Q56433897
2020-10-13,http://www.wikidata.org/entity/Q100528225,Importance of species translocations under rapid climate change,Rachael V. Gallagher,../authors/Q62558788
2020-10-13,http://www.wikidata.org/entity/Q100692451,Investigating Biotic Interactions in Deep Time,Meghan Balk,../authors/Q59763318
2020-10-09,http://www.wikidata.org/entity/Q112767969,The Influence of Ecosystem and Phylogeny on Tropical Tree Crown Size and Shape,Brian J. Enquist,../authors/Q47172478
2020-10-09,http://www.wikidata.org/entity/Q112765372,Liberating Biodiversity Data From COVID-19 Lockdown: Toward a knowledge hub for mammal host-virus information,Jorrit Poelen,../authors/Q58206618
2020-10-08,http://www.wikidata.org/entity/Q100503781,Global distribution and conservation status of ecologically rare mammal and bird species,Brian S. Maitner,../authors/Q89748248
2020-10-07,http://www.wikidata.org/entity/Q100488719,Integration of anatomy ontology data with protein-protein interaction networks improves the candidate gene prediction accuracy for anatomical entities,Paula M. Mabee,../authors/Q47297444
2020-10-06,http://www.wikidata.org/entity/Q112801498,Evolutionary heritage shapes tree distributions along an Amazon‐to‐Andes elevation gradient,William Farfan-Rios,../authors/Q56423107
2020-10-01,http://www.wikidata.org/entity/Q100503692,Novel communities are a risky business,Joshua S Madin,../authors/Q51171519
2020-10-01,http://www.wikidata.org/entity/Q112765377,Understanding Intraspecific Trait Variability Using Digital Herbarium Specimen Images,Jens Kattge,../authors/Q56556463
2020-10-01,http://www.wikidata.org/entity/Q111288875,Making Parasite-Host Associations Visible using Global Biotic Interactions,"Katja Seltmann, Jorrit Poelen","../authors/Q6069153,Q58206618"
2020-09-30,http://www.wikidata.org/entity/Q106834826,Ecological Synthesis and Its Role in Advancing Knowledge,Brian J. Enquist,../authors/Q47172478
2020-09-28,http://www.wikidata.org/entity/Q111288874,Semantic Publishing Enables Text Mining of Biotic Interactions,Jorrit Poelen,../authors/Q58206618
2020-09-28,http://www.wikidata.org/entity/Q100314470,A systematic comparison of chloroplast genome assembly tools,Markus Ankenbrand,../authors/Q29076435
2020-09-26,http://www.wikidata.org/entity/Q100382280,(More than) Hitchhikers through the network: The shared microbiome of bees and flowers,Alexander Keller,../authors/Q21517397
2020-09-24,http://www.wikidata.org/entity/Q99618069,CRISPR/Cas 9 mediated mutations as a new tool for studying taste in honeybees,Alexander Keller,../authors/Q21517397
2020-09-20,http://www.wikidata.org/entity/Q108598041,Predicting range shifts of three endangered endemic plants of the Khorassan-Kopet Dagh floristic province under global change,Mohammad Bagher Erfanian,../authors/Q92348435
2020-09-17,http://www.wikidata.org/entity/Q108461498,Changes in plant composition and diversity in an Alpine heath and meadow after 18 years of experimental warming,Mohammad Bagher Erfanian,../authors/Q92348435
2020-09-16,http://www.wikidata.org/entity/Q99557513,Modelling kidney disease using ontology: insights from the Kidney Precision Medicine Project,Melissa Haendel,../authors/Q28368079
2020-09-14,http://www.wikidata.org/entity/Q99440037,Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata,Daniel Mietchen,../authors/Q20895785
2020-09-10,http://www.wikidata.org/entity/Q112760068,Publisher Correction: Climate-driven changes in the composition of New World plant communities,"Belén Fadrique, Catherine H Bravo-Avila","../authors/Q88822144,Q89748252"
2020-09-09,http://www.wikidata.org/entity/Q99196756,State of WikiCite in 2020,Daniel Mietchen,../authors/Q20895785
2020-09-09,http://www.wikidata.org/entity/Q109379745,Global root traits (GRooT) database,Jens Kattge,../authors/Q56556463
2020-09-08,http://www.wikidata.org/entity/Q99233737,Synchrony matters more than species richness in plant community stability at a global scale,Vigdis Vandvik,../authors/Q42561055
2020-09-08,http://www.wikidata.org/entity/Q112795404,"News on intra‐specific trait variation, species sorting, and optimality theory for functional biogeography and beyond",Jens Kattge,../authors/Q56556463
2020-09-01,http://www.wikidata.org/entity/Q107459507,Setting reference levels and limits for good ecological condition in terrestrial ecosystems – Insights from a case study based on the IBECA approach,Vigdis Vandvik,../authors/Q42561055
2020-08-31,http://www.wikidata.org/entity/Q99636519,Biotic rescaling reveals importance of species interactions for variation in biodiversity responses to climate change,"Vigdis Vandvik, Aud H. Halbritter","../authors/Q42561055,Q96096151"
2020-08-30,http://www.wikidata.org/entity/Q99196713,Using logical constraints to validate information in collaborative knowledge graphs: a study of COVID-19 on Wikidata,Daniel Mietchen,../authors/Q20895785
2020-08-26,http://www.wikidata.org/entity/Q99617377,Correction to 'Introduced bees (Osmia cornifrons) collect pollen from both coevolved and novel host-plant species within their family-level phylogenetic preferences',Alexander Keller,../authors/Q21517397
2020-08-24,http://www.wikidata.org/entity/Q98665153,A geometric basis for surface habitat complexity and biodiversity,Joshua S Madin,../authors/Q51171519
2020-08-24,http://www.wikidata.org/entity/Q98665155,The results of biodiversity-ecosystem functioning experiments are realistic,"Jens Kattge, Caterina Penone","../authors/Q56556463,Q56433897"
2020-08-21,http://www.wikidata.org/entity/Q98616562,"Ontologies, Knowledge Representation, and Machine Learning for Translational Research: Recent Contributions",Melissa Haendel,../authors/Q28368079
2020-08-20,http://www.wikidata.org/entity/Q98580189,"Structuring, reuse and analysis of electronic dental data using the Oral Health and Disease Ontology",Melissa Haendel,../authors/Q28368079
2020-08-19,http://www.wikidata.org/entity/Q98565942,Bee phenology is predicted by climatic variation and functional traits,William D. Pearse,../authors/Q57179980
2020-08-17,http://www.wikidata.org/entity/Q109388752,Climate-driven changes in the composition of New World plant communities,"Belén Fadrique, Catherine H Bravo-Avila","../authors/Q88822144,Q89748252"
2020-08-10,http://www.wikidata.org/entity/Q111173186,The Global Urban Tree Inventory: A database of the diverse tree flora that inhabits the world’s cities,Rachael V. Gallagher,../authors/Q62558788
2020-08-10,http://www.wikidata.org/entity/Q98460942,Cryptic diversity in the model fern genus Ceratopteris (Pteridaceae),William D. Pearse,../authors/Q57179980
2020-08-06,http://www.wikidata.org/entity/Q112767155,Perceptions of Similarity Can Mislead Provenancing Strategies—An Example from Five Co-Distributed Acacia Species,Maurizio Rossetto,../authors/Q26714687
2020-08-05,http://www.wikidata.org/entity/Q99407658,"Herbivores at the highest risk of extinction among mammals, birds, and reptiles",William D. Pearse,../authors/Q57179980
2020-08-04,http://www.wikidata.org/entity/Q98198365,Nutritional constraints on brain evolution: sodium and nitrogen limit brain size,Jens Kattge,../authors/Q56556463
